Artist,Streams,Daily,As lead,Solo,As feature
Madcon,"1,070.7",0.375,943.8,469.6,126.8
iKON,"1,070.5",0.341,"1,070.5","1,070.5",
Di PropÃ³sito,"1,070.5",1.004,548.2,268.7,522.3
Jerry Smith,"1,070.1",0.222,463.8,240.6,606.3
Bill Evans,"1,070.0",0.405,776.6,548.5,293.4
Sheila On 7,"1,069.8",1.271,"1,069.8","1,069.8",
Gnarls Barkley,"1,069.3",0.701,"1,069.3","1,069.3",
Ari Lennox,"1,068.8",0.422,656.2,422.8,412.6
Take That,"1,068.5",0.437,"1,049.8",988.4,18.7
Ying Yang Twins,"1,068.5",0.531,379.8,139.1,688.7
dvsn,"1,067.8",0.225,939.1,761.5,128.7
BJ The Chicago Kid,"1,067.6",0.279,312.8,185.5,754.7
Commodores,"1,067.5",0.580,"1,067.5","1,067.5",
Jessie Ware,"1,064.9",0.364,950.6,862.0,114.3
Iyaz,"1,064.6",0.586,952.4,910.1,112.2
Shy Glizzy,"1,064.1",0.507,488.9,296.2,575.2
Haze,"1,064.1",1.331,363.3,,700.8
Jordin Sparks,"1,064.1",0.433,931.6,464.6,132.5
The Knocks,"1,064.0",0.327,647.2,42.0,416.8
Porter Robinson,"1,063.9",0.344,"1,018.7",514.0,45.2
Echosmith,"1,062.2",0.279,"1,001.3",961.0,60.9
Sheryl Crow,"1,061.7",0.602,976.3,755.8,85.4
Emir Can Ä°Ärek,"1,061.4",1.120,960.0,941.7,101.4
Crowded House,"1,060.6",0.676,"1,060.6","1,060.2",
BiaÅas,"1,060.0",0.796,580.5,47.9,479.6
Super Yei,"1,059.9",0.547,"1,056.0",44.0,3.9
Starship,"1,059.6",0.676,"1,059.6","1,059.3",
Rico Nasty,"1,059.5",0.481,525.7,420.7,533.9
Atitude 67,"1,059.4",0.424,915.5,787.5,144.0
WIU,"1,059.2",1.563,710.0,365.0,349.2
The Temper Trap,"1,058.6",0.739,903.5,850.4,155.1
JoJo,"1,058.0",0.389,"1,002.9",832.7,55.2
Timeflies,"1,057.5",0.082,"1,052.7",866.7,4.8
Brooks,"1,057.5",0.269,154.5,52.5,903.0
Klaas,"1,056.9",0.587,544.6,343.7,512.3
Grupo RevelaÃ§Ã£o,"1,056.7",0.772,979.2,882.0,77.5
Dubdogz,"1,056.6",0.731,608.0,104.2,448.6
Gracie Abrams,"1,056.0",1.792,994.8,994.8,61.2
Trivium,"1,055.4",0.372,"1,055.4","1,054.5",
Tai Verdes,"1,055.4",0.739,967.9,940.8,87.6
Young M.A,"1,054.9",0.266,797.0,689.2,257.9
Silvio RodrÃ­guez,"1,053.7",0.493,828.8,810.5,224.9
Malik Montana,"1,052.7",0.741,717.3,231.0,335.4
KEVVO,"1,051.8",0.323,415.7,82.3,636.1
Jovanotti,"1,051.5",0.452,851.7,736.6,199.8
ATB,"1,051.4",0.530,"1,033.6",286.3,17.8
Tribo da Periferia,"1,051.1",1.093,"1,029.1",756.0,22.0
Grupo Codiciado,"1,049.2",0.432,644.9,604.2,404.3
Savage Garden,"1,048.7",0.517,"1,036.3","1,034.3",12.4
for KING & COUNTRY,"1,047.5",0.489,"1,029.7",777.0,17.9
Kiana LedÃ©,"1,047.3",0.522,852.6,550.3,194.7
Joy Division,"1,047.3",0.496,"1,047.3","1,047.3",
Vanesa MartÃ­n,"1,045.9",0.386,719.2,564.7,326.7
Modern Talking,"1,045.2",0.979,"1,045.2",971.1,
Hilltop Hoods,"1,045.0",0.418,"1,043.6",620.8,1.4
Damas Gratis,"1,044.3",0.720,970.3,465.4,74.0
SG Lewis,"1,043.7",0.435,785.5,291.7,258.2
Curren$y,"1,043.6",0.406,693.9,188.1,349.7
Jory Boy,"1,043.4",0.515,530.9,74.2,512.5
Harris Jayaraj,"1,042.3",1.979,"1,040.1",3.8,2.2
Chinmayi,"1,042.0",2.421,89.8,56.6,952.2
Alabama Shakes,"1,041.0",0.302,"1,041.0","1,041.0",
The Avett Brothers,"1,040.4",0.242,"1,040.4","1,040.4",
December Avenue,"1,040.3",0.587,"1,031.7",816.8,8.6
Broiler,"1,040.1",0.393,497.0,219.4,543.1
Matheus Fernandes,"1,039.9",1.683,683.9,99.1,356.0
Fiersa Besari,"1,039.5",1.036,771.2,594.7,268.3
Allman Brothers Band,"1,039.2",0.513,"1,039.2","1,039.1",
Warren G,"1,039.2",0.557,898.7,61.4,140.5
Mahmood,"1,038.3",0.231,803.9,486.8,234.4
CJ,"1,038.1",0.452,812.0,767.0,226.2
El Canto Del Loco,"1,036.5",0.509,"1,028.5",843.6,7.9
The Lonely Island,"1,036.3",,"1,007.7",291.2,28.7
Nick Cave & The Bad Seeds,"1,035.7",0.451,"1,035.7",908.6,
kent,"1,035.7",0.201,"1,035.7","1,019.9",
Mc Pedrinho,"1,035.4",1.317,290.1,92.0,745.2
El-P,"1,035.0",0.272,38.7,28.1,996.3
REO Speedwagon,"1,034.8",0.597,"1,034.5","1,034.5",0.3
Fireboy DML,"1,034.8",1.542,867.9,395.4,166.8
Seal,"1,034.6",0.439,993.6,970.3,41.0
Corinne Bailey Rae,"1,033.8",0.569,"1,019.4","1,019.4",14.4
Barbra Streisand,"1,033.2",0.467,"1,015.8",572.5,17.4
Foxes,"1,033.2",0.312,288.4,259.2,744.8
Ingrid Michaelson,"1,033.2",0.216,"1,017.3",822.8,15.9
Zoe Wees,"1,032.7",0.737,769.7,710.6,262.9
Aqua,"1,032.6",3.371,771.3,757.7,261.4
GASHI,"1,032.3",0.158,760.8,302.1,271.5
Mahalini,"1,031.9",2.234,"1,009.5",878.5,22.4
Damien Rice,"1,031.9",0.235,"1,027.7","1,023.8",4.2
Mase,"1,031.8",0.537,368.2,220.9,663.6
Witt Lowry,"1,031.4",0.314,"1,031.4",452.6,
Aleks Syntek,"1,031.3",0.488,791.9,513.3,239.4
Siddhartha,"1,031.0",0.921,"1,022.5",889.6,8.5
Rick Astley,"1,030.3",0.578,"1,026.9","1,026.0",3.4
Syd,"1,030.2",0.616,178.7,117.9,851.5
Dizzee Rascal,"1,030.2",0.384,766.8,332.6,263.4
Big Time Rush,"1,030.0",0.702,"1,030.0",878.1,
Naza,"1,029.7",0.872,703.6,388.7,326.1
Miksu / Macloud,"1,029.4",1.008,595.7,,433.8
ALMA,"1,029.4",0.262,465.0,326.5,564.4
Donna Summer,"1,029.1",0.525,901.6,854.1,127.5
High School Musical Cast,"1,029.1",0.425,978.6,9.5,50.5
Lucas Lucco,"1,028.7",0.205,840.5,358.5,188.2
WWE,"1,028.3",0.672,"1,028.3",3.1,
The Velvet Underground,"1,028.3",0.429,"1,028.3",633.7,
Perera DJ,"1,028.1",0.904,75.6,,952.4
Xavier Wulf,"1,027.9",1.467,942.0,800.3,85.9
Swizz Beatz,"1,026.7",0.422,83.3,37.5,943.4
Plies,"1,025.8",0.396,610.8,196.6,415.0
Camilo Sesto,"1,025.8",0.853,"1,025.8",991.7,
Soprano,"1,025.4",0.395,779.4,522.1,246.1
Janis Joplin,"1,025.1",0.419,648.7,646.4,376.5
S. P. Balasubrahmanyam,"1,024.8",1.908,741.7,209.5,283.1
Charly GarcÃ­a,"1,024.2",0.851,990.4,858.6,33.7
Crush,"1,023.2",0.443,594.4,357.7,428.8
Michael Giacchino,"1,023.1",0.514,929.3,923.1,93.9
Gilli,"1,022.9",0.374,633.9,406.7,389.0
Solange,"1,022.7",0.316,974.4,814.8,48.2
Saba,"1,022.4",0.438,598.5,226.0,423.9
Leony,"1,021.5",0.733,222.0,211.3,799.6
Alex & Sierra,"1,021.5",0.235,"1,016.1","1,016.1",5.4
Zaz,"1,020.5",0.449,963.1,927.7,57.4
Europe,"1,020.0",0.529,"1,020.0","1,020.0",
Toni Braxton,"1,019.6",0.480,949.1,852.7,70.5
Young Money,"1,019.6",0.473,"1,018.2",72.1,1.4
Rochak Kohli,"1,018.7",1.714,589.1,6.9,429.5
Parkway Drive,"1,018.7",0.498,"1,018.7","1,000.1",
Sigrid,"1,018.6",0.345,977.5,881.3,41.1
Juju,"1,018.1",0.334,655.4,318.7,362.7
Snoh Aalegra,"1,017.6",0.683,843.5,704.4,174.1
Lamb of God,"1,017.3",0.526,"1,011.9",979.9,5.4
OHGEESY,"1,017.0",0.780,198.6,53.1,818.4
Miles Davis,"1,016.9",0.384,"1,000.8",370.8,16.2
Travie McCoy,"1,016.7",0.420,695.2,37.9,321.5
Millonario,"1,016.5",0.783,399.2,302.3,617.3
COIN,"1,016.3",0.421,"1,003.1",982.5,13.2
Royal Philharmonic Orchestra,"1,015.0",0.394,157.8,138.1,857.1
Taiu,"1,014.6",1.440,296.1,,718.5
Cher Lloyd,"1,013.8",0.301,685.3,548.0,328.5
Los Acosta,"1,013.5",1.007,897.0,897.0,116.5
Guru Randhawa,"1,013.4",1.021,939.1,215.0,74.3
VIC MENSA,"1,011.9",0.235,678.6,340.1,333.3
RANI,"1,011.7",0.247,6.6,6.4,"1,005.2"
Natos y Waor,"1,010.7",0.486,942.4,445.6,68.3
Riley Green,"1,010.5",1.070,952.4,914.7,58.2
LUCKI,"1,009.9",2.394,987.7,809.1,22.2
YÃ¼zyÃ¼zeyken KonuÅuruz,"1,009.6",0.954,"1,007.3","1,003.0",2.4
The Civil Wars,"1,007.9",0.181,788.8,788.8,219.1
Band of Horses,"1,006.3",0.315,"1,005.2",996.2,1.1
Vanessa Carlton,"1,006.3",0.497,832.6,832.6,173.7
Carnage,"1,006.1",0.126,742.7,9.6,263.3
R.K.M & Ken-Y,"1,005.8",0.621,627.1,475.4,378.7
Lou Reed,"1,005.1",0.378,955.7,936.6,49.3
Common,"1,002.3",0.640,595.7,345.2,406.7
OBOY,"1,001.0",0.770,770.6,726.4,230.3
Nego do Borel,"1,001.0",0.170,360.3,105.6,640.6
Ennio Morricone,"1,001.0",0.457,983.1,688.8,17.9
Yung Bleu,"1,000.8",0.652,794.3,272.6,206.5
LÃON,"1,000.6",0.271,882.1,843.0,118.5
Emilee,"1,000.4",0.305,69.4,69.4,931.0
Faith Hill,999.7,0.424,655.5,595.2,344.1
Father John Misty,999.4,0.990,910.1,909.7,89.3
YouNotUs,998.0,0.712,530.0,35.6,468.0
Flipp Dinero,997.5,0.226,990.3,762.1,7.2
The Alchemist,996.9,1.281,410.8,73.0,586.1
Rosa Linn,996.8,1.442,996.8,912.9,
Rombai,996.7,0.252,899.5,643.3,97.2
Our Last Night,996.4,0.387,996.4,929.6,
NCT U,996.3,0.197,798.0,793.4,198.3
Huncho Jack,996.2,0.225,996.2,,
La Quinta Estacion,996.2,0.867,996.2,937.7,
Semicenk,996.1,3.730,979.2,575.1,16.9
Krewella,996.0,0.154,775.5,553.8,220.5
Brian Eno,995.4,0.353,738.6,564.6,256.8
James Newton Howard,994.9,0.473,845.2,526.8,149.7
DDG,994.5,0.729,885.8,308.4,108.7
Chevelle,994.2,0.521,994.2,994.2,
Jonita Gandhi,993.9,1.947,60.0,33.5,933.9
ChitÃ£ozinho & XororÃ³,993.3,0.850,769.7,423.4,223.7
K/DA,992.3,0.520,992.3,,
Dopebwoy,991.9,0.287,611.8,80.1,380.1
BHZ,990.0,0.649,335.1,49.9,654.9
Espinoza Paz,989.6,0.622,787.7,723.1,202.0
1Kilo,989.6,0.401,938.3,389.5,51.3
Shilpa Rao,989.5,4.189,21.1,7.8,968.4
Wrabel,989.5,0.324,497.2,443.9,492.3
Henrique & Diego,988.7,0.352,870.5,424.7,118.2
Izi,988.4,0.258,599.8,362.5,388.7
Mitchell Tenpenny,988.3,0.501,891.2,787.0,97.1
Haftbefehl,988.0,0.564,662.7,154.3,325.3
AJ Mitchell,987.8,0.254,860.3,562.6,127.6
Tom Rosenthal,987.1,0.728,944.9,904.4,42.2
Manuel Carrasco,986.8,0.426,939.3,869.0,47.5
Nardo Wick,986.4,1.088,864.7,410.8,121.7
Neeti Mohan,985.1,1.350,238.1,161.4,747.0
Blackstreet,985.0,0.461,872.1,174.2,112.9
Nico Santos,983.6,0.385,559.1,450.8,424.5
Action Bronson,983.2,0.466,701.3,317.6,282.0
DELLAFUENTE,982.4,0.669,679.7,323.7,302.7
Shankar-Ehsaan-Loy,982.4,1.365,946.2,10.6,36.1
Pashanim,981.1,1.810,898.3,793.2,82.7
Vitor Fernandes,981.1,0.538,557.0,404.9,424.0
The Chemical Brothers,980.0,0.723,975.5,932.7,4.4
Eason Chan,979.9,0.625,979.4,915.4,0.5
Indila,979.9,1.011,905.6,905.6,74.3
Eazy-E,979.4,0.573,896.7,649.0,82.7
Dawid PodsiadÅo,979.4,0.935,689.7,660.1,289.7
Raaban,979.3,0.177,674.2,43.3,305.1
Little Dragon,978.9,0.329,588.1,535.8,390.8
Fernandinho,978.7,0.960,895.7,716.9,83.0
Kenny G,978.4,0.430,753.5,603.1,225.0
Juelz Santana,977.9,0.487,160.0,91.1,817.9
VitÃ£o,977.5,0.196,643.8,278.8,333.7
VASSY,976.7,0.240,51.2,20.8,925.5
Phora,976.5,0.182,975.7,820.9,0.7
Hikaru Utada,974.3,0.761,966.4,845.7,8.0
Estelle,973.4,0.433,755.7,47.2,217.6
Paul Kalkbrenner,972.8,0.534,921.3,728.8,51.5
Saint Motel,972.6,0.461,972.6,958.4,
Cream,972.4,0.470,972.4,972.4,
Lasso,972.1,0.833,915.7,484.9,56.4
Chimbala,971.2,0.499,415.9,266.5,555.3
Fred De Palma,971.0,0.519,936.1,254.8,34.9
Leiva,970.6,0.358,880.1,729.7,90.5
Emicida,970.0,0.413,725.0,185.8,244.9
Lost Kings,969.5,0.150,849.2,52.9,120.3
Cochise,969.0,0.777,963.5,535.7,5.5
Oscar Maydon,968.7,2.417,740.9,64.6,227.8
Anna Kendrick,968.5,0.385,747.8,398.6,220.7
LEGADO 7,968.2,0.425,812.1,512.5,156.1
Chris Lake,968.0,0.573,491.1,85.4,477.0
MC WM,966.9,0.182,742.8,280.5,224.2
Die Antwoord,966.6,0.244,966.6,870.4,
Fatboy Slim,964.6,0.593,884.6,668.8,80.0
LeeHi,964.5,0.742,700.2,532.3,264.4
Sigma,963.1,0.266,835.1,273.1,128.1
Dusty Springfield,963.0,0.738,961.9,911.6,1.1
Yuuri,962.9,1.082,962.9,961.7,
EDX,962.6,0.144,397.2,329.6,565.4
Lartiste,962.5,0.444,777.5,367.7,185.0
Inspector,961.9,0.648,960.5,918.5,1.5
Yellowcard,961.3,0.554,961.3,959.7,
Austin Mahone,960.9,0.210,801.6,475.8,159.3
Mayday Parade,960.8,,960.8,957.5,
The Cardigans,960.3,1.006,941.4,935.6,19.0
Rodney Atkins,960.2,0.362,954.1,728.7,6.1
boy pablo,959.8,0.436,959.8,927.3,
Gabrielle Aplin,959.4,0.326,916.3,708.4,43.1
Burl Ives,959.2,0.021,951.9,937.1,7.3
RK,958.9,0.378,770.0,605.8,188.9
G. V. Prakash,958.8,1.615,913.3,103.1,45.5
Luther Vandross,958.5,0.467,948.7,803.3,9.8
Yng Lvcas,957.4,2.960,952.5,243.0,4.9
Marco Mengoni,955.7,0.740,861.3,669.0,94.4
Hariharan,955.6,1.885,605.0,283.6,350.6
A Perfect Circle,955.6,0.380,955.6,935.1,
Stephanie Beatriz,955.3,0.503,268.3,,687.0
AronChupa,955.1,0.296,858.8,552.1,96.3
DigDat,954.1,0.004,197.2,81.6,757.0
Belly,953.7,0.219,708.9,168.9,244.7
Quando Rondo,953.1,0.315,684.9,454.9,268.2
Eric Prydz,953.0,0.576,895.2,776.2,57.8
The Isley Brothers,951.7,0.411,941.8,894.9,9.9
Loote,951.4,0.180,562.3,427.0,389.0
Mabel Matiz,951.1,1.647,799.3,746.6,151.8
Cold War Kids,950.9,0.297,944.2,852.1,6.7
Bread,950.7,0.610,950.7,950.7,
Cruz CafunÃ©,950.5,0.830,310.3,210.9,640.2
Four Tops,950.4,0.519,948.9,935.9,1.5
Jerry Rivera,950.3,0.730,931.3,917.4,19.1
Birdman,950.2,0.327,384.1,9.0,566.1
MC Kekel,950.0,0.180,503.0,251.3,447.0
Callejero Fino,949.4,1.526,279.7,70.1,669.7
Kizo,948.7,0.894,725.4,116.5,223.3
Iggy Pop,948.5,0.371,854.3,825.5,94.1
Aaliyah,948.4,0.932,876.8,787.0,71.6
India Martinez,948.3,0.431,603.7,312.9,344.5
Los Huracanes del Norte,947.9,0.633,947.7,946.4,0.3
Bailey Zimmerman,947.3,2.701,929.7,929.2,17.6
DIVINE,946.7,0.971,748.3,428.7,198.4
Baby Gang,946.6,1.780,683.5,222.5,263.1
Jazmine Sullivan,946.3,0.425,817.5,607.0,128.8
Achille Lauro,946.0,0.477,726.0,219.7,220.0
Chris Lane,945.5,0.234,853.1,619.7,92.5
Tyla Yaweh,945.4,0.311,906.2,237.7,39.1
Nina Nesbitt,944.9,0.130,594.7,558.6,350.2
Fort Minor,944.8,0.321,944.8,79.9,
Ximena SariÃ±ana,944.1,0.464,369.2,353.4,574.9
Wolfine,943.5,0.902,942.8,567.6,0.7
Cashmere Cat,943.3,0.139,789.0,81.2,154.2
Mandy Moore,941.5,0.454,676.4,496.7,265.1
Pendulum,941.1,0.360,869.9,668.5,71.2
Gazzelle,939.4,0.555,863.1,767.0,76.3
Randy,938.9,0.630,418.3,32.5,520.6
Dolu Kadehi Ters Tut,938.9,0.776,935.6,727.8,3.3
Bhad Bhabie,938.5,0.155,879.6,271.3,59.0
Young Igi,938.4,0.625,465.4,225.3,472.9
Don McLean,938.1,0.543,938.1,937.5,
Mc IG,937.4,3.033,488.2,62.9,449.2
Eli Young Band,937.4,0.301,925.9,920.9,11.4
Residente,937.0,0.334,713.7,352.5,223.3
Sefo,935.9,1.338,913.4,548.7,22.5
Lele Pons,935.7,0.295,741.0,243.6,194.8
Wings,935.4,0.594,934.5,934.1,0.9
DJ Antoine,935.3,0.474,902.5,59.1,32.8
Andrew Lloyd Webber,934.5,0.338,880.7,100.6,53.8
George Henrique & Rodrigo,933.9,0.464,890.6,471.1,43.3
Claptone,933.7,0.525,681.0,83.4,252.6
347aidan,932.6,0.616,725.6,690.7,206.9
Madame,932.5,0.591,503.9,330.2,428.6
Matt Maeson,932.3,0.488,882.7,773.1,49.5
MÃ¼slÃ¼m GÃ¼rses,932.2,0.804,929.8,908.3,2.4
Bleachers,932.1,0.432,861.9,745.6,70.2
Ele A El Dominio,931.9,0.658,359.8,232.5,572.0
Motive,931.7,2.237,781.0,591.2,150.7
Freeze corleone,931.2,1.064,553.9,345.1,377.3
Lucky Daye,931.0,0.698,616.6,470.1,314.4
Yorushika,930.9,1.036,930.9,930.9,
Omah Lay,930.8,1.789,622.5,487.3,308.3
MalÃº,930.5,0.272,658.8,487.8,271.7
Syn Cole,930.4,0.285,813.7,286.9,116.8
Dylan Scott,929.5,0.879,929.5,914.7,
San Holo,929.3,0.197,842.6,526.4,86.8
Miriam Bryant,929.1,0.273,734.8,515.5,194.3
Stevie Ray Vaughan,928.5,0.409,889.0,880.9,39.6
Ulices Chaidez,927.6,0.355,886.9,787.9,40.7
Los Cafres,927.1,0.437,917.4,912.5,9.8
Sheppard,926.1,0.382,926.1,904.5,
Eric Chou,926.1,0.602,905.2,869.9,20.8
VÃ­ctor Manuelle,925.7,0.512,848.9,656.4,76.8
Men I Trust,925.1,1.438,925.1,908.0,
Big Soto,924.6,0.551,331.7,123.6,592.9
Tarkan,923.8,0.733,890.6,887.7,33.2
Nicole Scherzinger,923.5,0.550,257.4,181.7,666.1
CAKE,923.1,0.416,923.1,923.1,
Rizky Febian,923.1,0.670,753.8,599.2,169.3
Beny Jr,923.0,1.284,687.8,269.5,235.2
James Vincent McMorrow,922.6,0.154,807.4,780.9,115.2
Alice Cooper,922.5,0.590,904.2,900.7,18.3
Marisa Monte,922.4,0.614,873.6,711.1,48.8
Alan Gomez,922.1,1.108,601.6,206.3,320.5
The Band,921.5,0.446,855.3,768.9,66.2
Biffy Clyro,921.2,0.203,920.6,920.6,0.6
Not3s,921.1,0.138,404.8,227.8,516.3
3OH!3,921.1,0.381,827.3,572.3,93.8
ZillaKami,921.0,0.702,211.3,163.2,709.7
Declan McKenna,920.6,0.557,920.6,915.0,
John Travolta,919.1,0.587,919.0,48.4,0.2
Parker McCollum,918.9,0.905,865.9,860.5,53.0
EST Gee,918.7,0.840,398.1,195.2,520.6
Flo Milli,917.9,0.742,542.0,519.4,375.9
Steve Void,917.8,0.235,505.4,36.7,412.4
Benson Boone,917.5,1.671,917.5,905.7,
El Cuarteto De Nos,916.1,1.341,916.1,916.1,
Vybz Kartel,916.0,0.444,663.4,518.1,252.7
Ronan Keating,915.6,0.368,898.1,831.4,17.5
FRENSHIP,914.6,0.110,885.5,214.2,29.1
Alabama,914.3,0.507,886.6,877.3,27.7
Blue Ãyster Cult,914.1,0.447,914.1,913.9,
Grupo Arriesgado,913.6,1.018,741.2,650.2,172.3
Eddie Vedder,911.9,0.379,872.9,823.7,39.1
Sachet Tandon,910.9,2.445,854.0,57.6,56.9
Loyle Carner,910.7,0.546,705.2,324.0,205.5
Dj Guuga,910.5,0.331,788.6,188.3,122.0
Tritonal,908.9,0.113,720.7,92.1,188.2
Black Veil Brides,908.5,0.402,908.5,904.8,
TREASURE,908.5,1.321,908.5,905.9,
SiR,908.0,0.477,763.0,399.5,145.0
Josman,907.8,0.979,853.6,769.0,54.2
David Kushner,907.3,3.631,907.3,907.3,
Seven Lions,907.2,0.268,756.6,55.9,150.6
Vishal Mishra,907.1,2.946,651.3,418.9,255.8
Binomio de Oro de AmÃ©rica,906.8,0.874,857.9,850.2,48.8
Javed Ali,906.3,1.532,386.4,291.5,519.8
Å»abson,906.0,0.534,624.4,247.5,281.6
RomÃ©o Elvis,905.3,0.216,504.8,248.6,400.5
Dopamine,905.3,0.394,1.6,0.5,903.6
Mahalia,905.1,0.519,750.6,479.9,154.5
Charly Black,904.4,0.350,808.0,376.1,96.4
Teyana Taylor,903.9,0.355,773.7,461.1,130.2
Pyotr Ilyich Tchaikovsky,903.4,0.425,894.8,,8.6
Nitro,903.4,0.270,465.8,340.8,437.6
Maty Noyes,903.2,0.066,225.6,216.7,677.6
Gurinder Gill,902.5,1.412,112.6,17.3,789.9
Hotel Ugly,902.0,2.763,902.0,902.0,
KIDS SEE GHOSTS,901.9,0.275,901.9,467.7,
Djavan,901.8,0.628,833.4,808.3,68.4
ArrDee,900.5,0.501,469.5,364.1,430.9
Montell Fish,900.4,2.005,849.1,819.0,51.3
Maisie Peters,900.2,0.693,895.2,829.7,5.0
ECKO,900.0,0.572,274.4,97.0,625.6
JoÃ£o Gilberto,899.6,0.522,511.0,496.7,388.6
SoMo,899.3,0.173,892.4,852.7,6.8
Toro y Moi,899.3,0.339,610.1,564.4,289.2
Walker Hayes,898.7,0.624,857.3,801.8,41.3
MoStack,898.6,0.219,301.6,196.1,597.1
Mufasa & Hypeman,898.6,0.374,20.9,0.1,877.7
Massimo Pericolo,897.9,0.329,485.1,,412.8
Konshens,897.6,0.540,263.3,147.0,634.3
Girls' Generation,897.4,0.545,897.4,891.9,
Future Islands,897.4,0.348,646.3,620.6,251.0
jxdn,897.3,0.394,715.0,638.0,182.3
El Guincho,897.0,0.295,22.1,20.3,874.9
Gloria Estefan,896.5,0.468,826.7,506.3,69.9
Timal,896.5,0.397,728.4,497.9,168.1
Seu Jorge,896.0,0.557,580.8,499.2,315.2
RÃ¶yksopp,895.6,0.317,863.6,615.8,32.0
We The Kings,894.2,0.245,866.0,524.0,28.2
Ace of Base,893.9,0.612,893.1,882.4,0.8
Jamby El Favo,893.7,0.729,416.7,253.4,476.9
Lauren Spencer Smith,893.6,1.485,893.6,874.1,
Tz da Coronel,893.4,1.775,488.4,1.5,404.9
Yebba,892.6,0.717,175.4,137.6,717.1
Ajaxx,892.4,1.606,,,892.4
DannyLux,892.2,1.949,331.3,319.3,560.9
Benny Dayal,891.1,1.584,325.3,43.6,565.8
Cherish,891.0,0.566,134.3,39.3,756.8
Antonio Vivaldi,890.9,0.599,890.9,,
Jota Quest,889.9,0.488,883.8,733.7,6.0
Pol Granch,888.8,0.716,261.6,236.6,627.2
Alida,888.0,0.345,10.6,10.4,877.4
JosÃ© Luis Perales,887.9,0.685,841.8,832.1,46.1
Aldo Trujillo,887.8,0.781,870.8,579.7,16.9
Pretenders,887.5,0.430,886.8,885.5,0.8
Carl Brave,886.5,0.244,616.2,199.5,270.3
Scarlxrd,886.3,0.549,662.3,654.3,224.0
311,885.7,0.442,882.2,879.3,3.5
Meat Loaf,885.4,0.416,884.7,826.3,0.7
Huey Lewis & The News,885.3,0.495,885.3,885.3,
Fenix Flexin,884.7,0.480,40.3,29.7,844.4
Queen Naija,884.6,0.289,649.4,543.5,235.2
Marisela,884.5,1.089,867.8,865.3,16.7
Los Caligaris,884.5,0.416,799.2,646.9,85.3
Ben Harper,883.6,0.350,653.9,534.9,229.7
Misfits,883.4,0.558,883.4,725.2,
Marteria,882.1,0.311,767.1,400.6,115.0
reezy,882.1,1.162,644.1,408.9,238.0
Against The Current,882.1,0.460,361.9,323.0,520.2
Jamie xx,882.0,0.259,723.8,314.4,158.2
The Used,881.8,0.423,769.7,756.5,112.0
Timbiriche,881.7,0.502,879.7,878.4,1.9
Idina Menzel,881.4,0.249,284.4,101.2,597.1
George Benson,881.2,0.552,729.8,699.5,151.3
Natalie Cole,880.8,0.447,835.7,674.6,45.1
Buena Vista Social Club,880.8,0.441,880.8,770.4,
Sarcastic Sounds,880.6,0.350,398.3,289.0,482.2
SHAED,880.3,0.262,867.7,272.3,12.5
Mithoon,880.2,1.312,538.6,23.3,341.6
Kenny Beats,879.5,0.447,69.8,69.8,809.7
Mr.Kitty,879.2,0.939,875.5,875.1,3.7
Eddie Santiago,878.8,0.844,863.4,863.4,15.4
Los Pericos,878.6,0.435,871.5,550.5,7.0
A-Trak,878.4,0.380,190.2,0.7,688.2
Paula Fernandes,877.9,0.441,628.0,268.1,249.9
Dalmata,877.4,0.576,190.3,115.1,687.2
ACRAZE,877.4,0.696,829.4,22.0,48.1
Laylow,877.0,0.554,714.7,473.5,162.4
Poison,876.7,0.469,876.7,876.7,
Lars WinnerbÃ¤ck,876.5,0.004,851.3,773.2,25.2
The Ronettes,876.4,0.266,876.3,874.8,0.1
ILOVEMAKONNEN,876.0,0.152,357.7,102.1,518.3
Supernova Ent,876.0,3.859,30.2,,845.8
NGHTMRE,876.0,0.290,455.6,28.5,420.3
Danny Brown,875.9,0.471,483.6,350.0,392.3
Little Sis Nora,875.6,0.306,59.2,53.3,816.5
PSY,875.6,0.517,874.6,502.2,1.0
D'Angelo,874.1,0.285,678.3,666.2,195.9
Marcynho SensaÃ§Ã£o,873.1,0.233,169.1,138.3,704.0
AndrÃ©s Cepeda,872.8,0.584,765.4,475.4,107.3
Rhye,872.4,0.332,802.3,639.9,70.1
Local Natives,871.9,0.240,867.2,797.6,4.7
Lizzy McAlpine,871.6,1.512,826.9,733.9,44.7
JosÃ© Feliciano,871.2,0.221,813.1,741.7,58.0
Paty CantÃº,870.9,0.458,747.4,499.2,123.6
Lulu Santos,870.8,0.587,687.4,671.1,183.4
MÃ½a,870.7,0.381,222.2,172.8,648.4
Enjambre,870.5,0.657,868.9,839.7,1.5
Nathan Evans,870.4,0.505,842.0,400.2,28.4
Bankrol Hayden,870.4,0.319,824.4,523.3,45.9
Rob $tone,870.3,0.255,870.3,16.2,
Brennan Heart,870.2,0.374,569.4,96.5,300.8
Flux Pavilion,869.8,0.160,549.5,254.5,320.3
Unknown Mortal Orchestra,869.4,0.349,733.5,730.1,135.9
Digga D,869.0,0.581,756.8,470.4,112.2
Don Henley,868.9,0.459,825.9,814.2,43.0
Metronomy,868.8,0.416,856.6,787.6,12.2
Thin Lizzy,868.8,0.397,868.4,782.9,0.4
Dvicio,868.6,0.167,827.0,439.2,41.6
