BROKERTITLE,TYPE,PRICE,BEDS,BATH,PROPERTYSQFT,ADDRESS,STATE,MAIN_ADDRESS,ADMINISTRATIVE_AREA_LEVEL_2,LOCALITY,SUBLOCALITY,STREET_NAME,LONG_NAME,FORMATTED_ADDRESS,LATITUDE,LONGITUDE
Brokered by Cross Country Realty,House for sale,428000,3,3,2184.207862,1126 E 73rd St Units 43 & 33,"Brooklyn, NY 11234","1126 E 73rd St Units 43 & 33Brooklyn, NY 11234",United States,New York,Kings County,Brooklyn,East 73rd Street,"1126 E 73rd St, Brooklyn, NY 11234, USA",40.6274951,-73.915694
Brokered by Elegran Real Estate And Development,Co-op for sale,639000,1,1,2184.207862,45 E End Ave Apt 5E,"New York, NY 10028","45 E End Ave Apt 5ENew York, NY 10028",New York,New York County,New York,Manhattan,45,"45 East End Ave #5e, New York, NY 10028, USA",40.77172,-73.9467052
Brokered by 5 Boro Realty Corp,House for sale,835000,3,2,2184.207862,4408 Flatlands Ave,"Brooklyn, NY 11234","4408 Flatlands AveBrooklyn, NY 11234",United States,New York,Kings County,Brooklyn,Flatlands Avenue,"4408 Flatlands Ave, Brooklyn, NY 11234, USA",40.6226706,-73.9327329
Brokered by Douglas Elliman - Bayside,House for sale,1250000,3,2,1560,28-39 213th St,"Bayside, NY 11360","28-39 213th StBayside, NY 11360",United States,New York,Queens County,Queens,213th Street,"28-39 213th St, Flushing, NY 11360, USA",40.7756208,-73.7758933
Brokered by Remax Edge - RE/MAX EDGE,House for sale,1695000,5,3,2160,68 74th St,"Brooklyn, NY 11209","68 74th StBrooklyn, NY 11209",United States,New York,Kings County,Brooklyn,74th Street,"68 74th St, Brooklyn, NY 11209, USA",40.633504,-74.034181
Brokered by REALHome Services & Solutions,House for sale,502900,4,2,1440,11718 Nashville Blvd,"Cambria Heights, NY 11411","11718 Nashville BlvdCambria Heights, NY 11411",United States,New York,Queens County,Queens,Nashville Boulevard,"11718 Nashville Blvd, Queens, NY 11411, USA",40.6958663,-73.7450046
Brokered by Giner Real Estate Inc.,Multi-family home for sale,749000,4,2,1420,2119 Lurting Ave,"Bronx, NY 10461","2119 Lurting AveBronx, NY 10461",United States,New York,Bronx County,The Bronx,Lurting Avenue,"2119 Lurting Ave, Bronx, NY 10461, USA",40.8547724,-73.8583315
Brokered by JAPHOMES Inc,Multi-family home for sale,529000,5,2,2248,216 Beach 31st St,"Far Rockaway, NY 11691","216 Beach 31st StFar Rockaway, NY 11691",United States,New York,Queens County,Queens,B 31st Street,"216 B 31st St, Far Rockaway, NY 11691, USA",40.5952037,-73.7634372
Brokered by Metro Net Realty Llc,House for sale,705000,2,2,2184.207862,76-22 57th Rd,"Middle Village, NY 11379","76-22 57th RdMiddle Village, NY 11379",United States,New York,Queens County,Queens,57th Road,"76-22 57th Rd, Flushing, NY 11379, USA",40.727192,-73.883684
Brokered by Sotheby's International Realty - Downtown Manhattan,Co-op for sale,549000,1,1,2184.207862,535 E 72nd St Apt 4A,"New York, NY 10021","535 E 72nd St Apt 4ANew York, NY 10021",New York,New York County,New York,Manhattan,535,"535 E 72nd St #4a, New York, NY 10021, USA",40.7662222,-73.9516342
Brokered by Andrew Lichtenstein Inc,Multi-family home for sale,7200000,3,2.3738608579684373,48000,3650 Bronx Blvd,"Bronx, NY 10467","3650 Bronx BlvdBronx, NY 10467",United States,New York,Bronx County,The Bronx,Bronx Boulevard,"3650 Bronx Blvd, Bronx, NY 10467, USA",40.8814635,-73.8671293
Brokered by EXP Realty,Co-op for sale,335000,2,1,745,35-35 82nd St Unit 24,"Jackson Heights, NY 11372","35-35 82nd St Unit 24Jackson Heights, NY 11372",New York,Queens County,Queens,Jackson Heights,3535,"3535 82nd St Apt 24, Jackson Heights, NY 11372, USA",40.7517899,-73.88467
Brokered by Coldwell Banker American Homes,House for sale,599000,3,2,2184.207862,312F Beach 101st St,"Rockaway Park, NY 11694","312F Beach 101st StRockaway Park, NY 11694",United States,New York,Queens County,Queens,Beach 101st Street,"312F Beach 101st St, Rockaway Park, NY 11694, USA",40.5853206,-73.8221893
Brokered by Matias Real Estate,Townhouse for sale,334999,1,2,1059,306 Ilyssa Way,"Staten Island, NY 10312","306 Ilyssa WayStaten Island, NY 10312",United States,New York,Richmond County,Staten Island,Ilyssa Way,"306 Ilyssa Way, Staten Island, NY 10312, USA",40.560143,-74.1854357
Brokered by TREBACH REALTY INC,Co-op for sale,295000,1,1,2184.207862,3001 Henry Hudson Pkwy Apt 3I,"Bronx, NY 10463","3001 Henry Hudson Pkwy Apt 3IBronx, NY 10463",United States,New York,Bronx County,The Bronx,Henry Hudson Parkway,"3001 Henry Hudson Pkwy, Bronx, NY 10463, USA",40.883124,-73.9164633
Brokered by SIMPLON ENTERPRISES INC,House for sale,560000,3,2,2184.207862,815 Havemeyer Ave,"Bronx, NY 10473","815 Havemeyer AveBronx, NY 10473",United States,New York,Bronx County,The Bronx,Havemeyer Avenue,"815 Havemeyer Ave, Bronx, NY 10473, USA",40.824234,-73.84638
Brokered by Sotheby's International Realty - Downtown Manhattan,Co-op for sale,549000,1,1,2184.207862,535 E 72nd St Apt 4A,"New York, NY 10021","535 E 72nd St Apt 4ANew York, NY 10021",New York,New York County,New York,Manhattan,535,"535 E 72nd St #4a, New York, NY 10021, USA",40.7662222,-73.9516342
Brokered by EXP Realty,Co-op for sale,335000,2,1,745,35-35 82nd St Unit 24,"Jackson Heights, NY 11372","35-35 82nd St Unit 24Jackson Heights, NY 11372",New York,Queens County,Queens,Jackson Heights,3535,"3535 82nd St Apt 24, Jackson Heights, NY 11372, USA",40.7517899,-73.88467
Brokered by Matias Real Estate,Townhouse for sale,334999,1,2,1059,306 Ilyssa Way,"Staten Island, NY 10312","306 Ilyssa WayStaten Island, NY 10312",United States,New York,Richmond County,Staten Island,Ilyssa Way,"306 Ilyssa Way, Staten Island, NY 10312, USA",40.560143,-74.1854357
Brokered by TREBACH REALTY INC,Co-op for sale,295000,1,1,2184.207862,3001 Henry Hudson Pkwy Apt 3I,"Bronx, NY 10463","3001 Henry Hudson Pkwy Apt 3IBronx, NY 10463",United States,New York,Bronx County,The Bronx,Henry Hudson Parkway,"3001 Henry Hudson Pkwy, Bronx, NY 10463, USA",40.883124,-73.9164633
Brokered by BERGEN BASIN REALTY,House for sale,799000,3,2,2279,6911 Avenue Y,"Brooklyn, NY 11234","6911 Avenue YBrooklyn, NY 11234",United States,New York,Kings County,Brooklyn,Avenue Y,"6911 Avenue Y, Brooklyn, NY 11234, USA",40.6131995,-73.9019711
Brokered by COMPASS,Condo for sale,720000,3,2,1046,782 Madison St Apt 1A,"Brooklyn, NY 11221","782 Madison St Apt 1ABrooklyn, NY 11221",New York,Kings County,Brooklyn,Bedford-Stuyvesant,782,"782 Madison St #1a, Brooklyn, NY 11221, USA",40.6873745,-73.9264057
Brokered by Red Door Realty Group,Contingent,249999,1,1,750,3747 Amboy Rd Apt 2A,"Staten Island, NY 10308","3747 Amboy Rd Apt 2AStaten Island, NY 10308",New York,Richmond County,Staten Island,Great Kills,3747,"3747 Amboy Rd #2a, Staten Island, NY 10308, USA",40.5523555,-74.1450647
Brokered by La Rosa Realty New York Llc,House for sale,850000,3,2,2184.207862,135-20 Lefferts Blvd,"South Ozone Park, NY 11420","135-20 Lefferts BlvdSouth Ozone Park, NY 11420",United States,New York,Queens County,Queens,Lefferts Boulevard,"135-20 Lefferts Blvd, Jamaica, NY 11420, USA",40.6699378,-73.8213422
Brokered by RE MAX Real Estate Professionals,Multi-family home for sale,750000,3,2,2184.207862,457 Van Sicklen St,"Brooklyn, NY 11223","457 Van Sicklen StBrooklyn, NY 11223",United States,New York,Kings County,Brooklyn,Van Sicklen Street,"457 Van Sicklen St, Brooklyn, NY 11223, USA",40.5931071,-73.9753582
Brokered by Genstone Properties,Multi-family home for sale,625000,5,2.3738608579684373,2184.207862,198 Shepherd Ave,"Brooklyn, NY 11208","198 Shepherd AveBrooklyn, NY 11208",United States,New York,Kings County,Brooklyn,Shepherd Avenue,"198 Shepherd Ave, Brooklyn, NY 11208, USA",40.679665,-73.8819497
Brokered by Nyc Elite Homes Inc,House for sale,650000,2,2,896,76-18 251st St,"Bellerose, NY 11426","76-18 251st StBellerose, NY 11426",United States,New York,Queens County,Queens,251st Street,"76-18 251st St, Jamaica, NY 11426, USA",40.7452362,-73.7204545
Brokered by CHRISTIE'S INT.REAL ESTATE GROUP,Townhouse for sale,4845000,9,6,5939,2099 Fifth Ave,"New York, NY 10035","2099 Fifth AveNew York, NY 10035",United States,New York,New York County,New York,5th Avenue,"2099 5th Ave, New York, NY 10035, USA",40.808933,-73.940052
Brokered by COMPASS,Co-op for sale,580000,1,1,2184.207862,305 W 55th St Apt 2A,"Manhattan, NY 10019","305 W 55th St Apt 2AManhattan, NY 10019",New York,New York County,New York,Manhattan,305,"305 W 55th St #2a, New York, NY 10019, USA",40.7657861,-73.9842196
Brokered by Corcoran East Side,Co-op for sale,887785,2,2,2184.207862,575 Main St Apt 1602,"New York, NY 10044","575 Main St Apt 1602New York, NY 10044",New York,Queens County,Queens,Flushing,57-5,"57-5 Main St #1602, Flushing, NY 11355, USA",40.7462427,-73.8259167
Brokered by RE MAX Real Estate Professionals,Condo for sale,499999,3,1,701,2362 E 13th St Apt 2B,"Brooklyn, NY 11229","2362 E 13th St Apt 2BBrooklyn, NY 11229",New York,Kings County,Brooklyn,Homecrest,2362,"2362 E 13th St #2b, Brooklyn, NY 11229, USA",40.5925315,-73.9574046
Brokered by Ardebili Michael,Pending,599000,4,2,1348,1527 Gillespie Ave Unit 1A,"Bronx, NY 10461","1527 Gillespie Ave Unit 1ABronx, NY 10461",New York,Bronx County,The Bronx,Pelham Bay,1527,"1527 Gillespie Ave #1a, Bronx, NY 10461, USA",40.84296,-73.8312695
Brokered by Douglas Elliman - Garden City,Pending,1149000,5,4,2169,48 Highland Pl,"Brooklyn, NY 11208","48 Highland PlBrooklyn, NY 11208",United States,New York,Kings County,Brooklyn,Highland Place,"48 Highland Pl, Brooklyn, NY 11208, USA",40.6841571,-73.8820567
Brokered by Momentum Real Estate Llc,House for sale,988000,4,2.3738608579684373,2400,4 Minna St,"Staten Island, NY 10304","4 Minna StStaten Island, NY 10304",United States,New York,Richmond County,Staten Island,Minna Street,"4 Minna St, Staten Island, NY 10304, USA",40.5945187,-74.0904783
Brokered by REALHome Services & Solutions,House for sale,764600,4,2,1884,187 Greencroft Ave,"Staten Island, NY 10308","187 Greencroft AveStaten Island, NY 10308",United States,New York,Richmond County,Staten Island,Greencroft Avenue,"187 Greencroft Ave, Staten Island, NY 10308, USA",40.5496155,-74.1391082
Brokered by Prince & Associates Realty Grp,Condo for sale,699900,1,1,2184.207862,11-25 47th Ave Unit 1,"Long Island City, NY 11101","11-25 47th Ave Unit 1Long Island City, NY 11101",New York,Queens County,Queens,Long Island City,1125,"1125 47th Ave APT 1, Long Island City, NY 11101, USA",40.745068,-73.949763
"Brokered by Garfield, Leslie J. & Co., Inc.",Townhouse for sale,5495000,5,4,4296,769 Carroll St,"Brooklyn, NY 11215","769 Carroll StBrooklyn, NY 11215",United States,New York,Kings County,Brooklyn,Carroll Street,"769 Carroll St, Brooklyn, NY 11215, USA",40.6729621,-73.9751283
Brokered by Winzone Realty Inc,House for sale,3900000,5,6,7723,14446 Boulevard,"Malba, NY 11357","14446 BoulevardMalba, NY 11357",United States,New York,Queens County,Queens,Boulevard,"144-46 Boulevard, Malba, NY 11357, USA",40.7924222,-73.8260759
Brokered by Brown Harris Stevens,Co-op for sale,999000,2,2,2184.207862,531 Main St Apt 520,"Manhattan, NY 10044","531 Main St Apt 520Manhattan, NY 10044",New York,New York County,New York,Manhattan,531,"531 Main St #520, New York, NY 10044, USA",40.7617289,-73.9502411
Brokered by COMPASS,Townhouse for sale,10495000,7,4,5100,48 Garden Pl,"Brooklyn, NY 11201","48 Garden PlBrooklyn, NY 11201",United States,New York,Kings County,Brooklyn,Garden Place,"48 Garden Pl, Brooklyn, NY 11201, USA",40.6919769,-73.9967879
Brokered by Keller Williams Realty Greater Nassau,Co-op for sale,188000,3,1,2184.207862,6011 Broadway Apt L5,"Woodside, NY 11377","6011 Broadway Apt L5Woodside, NY 11377",New York,Queens County,Queens,Woodside,6011,"6011 Broadway Apt L5, Woodside, NY 11377, USA",40.7511899,-73.90201
"Brokered by Robert Defalco Realty, Inc.",House for sale,499900,3,2,1232,40 Bunnell Ct Unit A,"Staten Island, NY 10312","40 Bunnell Ct Unit AStaten Island, NY 10312",United States,New York,Richmond County,Staten Island,Bunnell Court,"40 Bunnell Ct, Staten Island, NY 10312, USA",40.5527401,-74.1995549
Brokered by COMPASS,Co-op for sale,545000,1,1,2184.207862,28 W 87th St Apt 4A,"Manhattan, NY 10024","28 W 87th St Apt 4AManhattan, NY 10024",New York,New York County,New York,Manhattan,28,"28 W 87th St #4a, New York, NY 10024, USA",40.7863158,-73.9702042
Brokered by Asimina Perikleous,Condo for sale,705000,2,2,2184.207862,66-41 69th St Unit 1E,"Middle Village, NY 11379","66-41 69th St Unit 1EMiddle Village, NY 11379",New York,Queens County,Queens,Flushing,6641,"6641 69th St # P-1, Flushing, NY 11379, USA",40.7135957,-73.8863491
Brokered by RE/MAX Team,House for sale,1289000,4,4,2184.207862,257-03 80th Ave,"Glen Oaks, NY 11004","257-03 80th AveGlen Oaks, NY 11004",United States,New York,Queens County,Queens,80th Avenue,"257-03 80th Ave, Queens, NY 11004, USA",40.7445255,-73.7137434
Brokered by Sold By Bart R E Partners Inc,Co-op for sale,389000,2,1,2184.207862,62-19 53rd Ave Unit 3P,"Maspeth, NY 11378","62-19 53rd Ave Unit 3PMaspeth, NY 11378",New York,Queens County,Queens,Maspeth,6219,"6219 53rd Ave Apt 3p, Maspeth, NY 11378, USA",40.7317199,-73.90176
Brokered by Homedax Real Estate Llc,Co-op for sale,350000,2,1,2184.207862,414 61st St Apt 4A,"Brooklyn, NY 11220","414 61st St Apt 4ABrooklyn, NY 11220",New York,Kings County,Brooklyn,Sunset Park,414,"414 61st St #4a, Brooklyn, NY 11220, USA",40.6397364,-74.0186847
Brokered by RE/MAX Team,House for sale,1289000,4,4,2184.207862,257-03 80th Ave,"Glen Oaks, NY 11004","257-03 80th AveGlen Oaks, NY 11004",United States,New York,Queens County,Queens,80th Avenue,"257-03 80th Ave, Queens, NY 11004, USA",40.7445255,-73.7137434
"Brokered by Robert Defalco Realty, Inc.",House for sale,499900,3,2,1232,40 Bunnell Ct Unit A,"Staten Island, NY 10312","40 Bunnell Ct Unit AStaten Island, NY 10312",United States,New York,Richmond County,Staten Island,Bunnell Court,"40 Bunnell Ct, Staten Island, NY 10312, USA",40.5527401,-74.1995549
Brokered by Homedax Real Estate Llc,Co-op for sale,350000,2,1,2184.207862,414 61st St Apt 4A,"Brooklyn, NY 11220","414 61st St Apt 4ABrooklyn, NY 11220",New York,Kings County,Brooklyn,Sunset Park,414,"414 61st St #4a, Brooklyn, NY 11220, USA",40.6397364,-74.0186847
Brokered by Corcoran SoHo,Condo for sale,295000,3,1,2184.207862,48 W 138th St Apt 6F,"New York, NY 10037","48 W 138th St Apt 6FNew York, NY 10037",New York,New York County,New York,Manhattan,48,"48 W 138th St #6f, New York, NY 10037, USA",40.8153693,-73.9384161
Brokered by SkyLimit Realty Group,Multi-family home for sale,918000,4,3,2184.207862,88-04 69th Rd,"Forest Hills, NY 11375","88-04 69th RdForest Hills, NY 11375",United States,New York,Queens County,Queens,69th Road,"88-04 69th Rd, Forest Hills, NY 11375, USA",40.7093093,-73.8548324
Brokered by EXP Realty,Multi-family home for sale,1799000,4,3,3176,10005 69th Ave,"Forest Hills, NY 11375","10005 69th AveForest Hills, NY 11375",United States,New York,Queens County,Queens,69th Avenue,"100-05 69th Ave, Forest Hills, NY 11375, USA",40.7196606,-73.8507871
Brokered by RE MAX Edge,Multi-family home for sale,989000,4,2,1827,2374 E 17th St,"Brooklyn, NY 11229","2374 E 17th StBrooklyn, NY 11229",United States,New York,Kings County,Brooklyn,East 17th Street,"2374 E 17th St, Brooklyn, NY 11229, USA",40.5927382,-73.9536851
Brokered by Re/Max Real Estate Professionals,Multi-family home for sale,890000,5,2,2144,146 Cedar Ave,"Staten Island, NY 10305","146 Cedar AveStaten Island, NY 10305",United States,New York,Richmond County,Staten Island,Cedar Avenue,"146 Cedar Ave, Staten Island, NY 10305, USA",40.5960203,-74.0673498
Brokered by Cohen And Cohen Consulting,Condo for sale,469888,2,2,1164,152 Tier St Apt 211C,"Bronx, NY 10464","152 Tier St Apt 211CBronx, NY 10464",United States,New York,Bronx County,The Bronx,Tier Street,"152 Tier St, Bronx, NY 10464, USA",40.8480712,-73.7861809
Brokered by Ubiq,Co-op for sale,310000,2,1,2184.207862,655 Riverside Dr Apt 5A,"New York, NY 10031","655 Riverside Dr Apt 5ANew York, NY 10031",New York,New York County,New York,Manhattan,655,"655 Riverside Dr #5a, New York, NY 10031, USA",40.8255972,-73.9529963
Brokered by Brown Harris Stevens,Co-op for sale,479000,1,1,2184.207862,335 W 85th St Apt 4A,"Manhattan, NY 10024","335 W 85th St Apt 4AManhattan, NY 10024",New York,New York County,New York,Manhattan,335,"335 W 85th St #4a, New York, NY 10024, USA",40.788879,-73.9794905
Brokered by Winzone Realty Inc,House for sale,1290000,4,3,2184.207862,141-03 15th Ave,"Whitestone, NY 11357","141-03 15th AveWhitestone, NY 11357",United States,New York,Queens County,Queens,15th Avenue,"141-03 15th Ave, Flushing, NY 11357, USA",40.7848355,-73.8276854
Brokered by COMPASS,Townhouse for sale,4250000,3,4,3376,189 Prospect Pl Apt 1,"Brooklyn, NY 11238","189 Prospect Pl Apt 1Brooklyn, NY 11238",New York,Kings County,Brooklyn,Prospect Heights,189,"189 Prospect Pl #1, Brooklyn, NY 11238, USA",40.6781953,-73.9702616
Brokered by COMPASS,Townhouse for sale,7400000,4,2.3738608579684373,3700,413 Degraw St,"Brooklyn, NY 11217","413 Degraw StBrooklyn, NY 11217",United States,New York,Kings County,Brooklyn,Degraw Street,"413 Degraw St, Brooklyn, NY 11217, USA",40.6820656,-73.9903833
Brokered by COMPASS,House for sale,899000,3,2,2184.207862,46-02 190th St,"Flushing, NY 11358","46-02 190th StFlushing, NY 11358",United States,New York,Queens County,Queens,190th Street,"46-2 190th St, Flushing, NY 11358, USA",40.7523748,-73.7900912
Brokered by Douglas Elliman - 575 Madison Ave,House for sale,16500000,2,2,5834,245 W 18th St,"New York, NY 10011","245 W 18th StNew York, NY 10011",United States,New York,New York County,New York,West 18th Street,"245 W 18th St, New York, NY 10011, USA",40.7420282,-73.9997276
Brokered by Joyce Realty,Co-op for sale,659000,3,2,1300,3 Edgewater Park Unit 3A,"Bronx, NY 10465","3 Edgewater Park Unit 3ABronx, NY 10465",New York,Bronx County,The Bronx,East Bronx,3,"3 Edgewater Park #3a, Bronx, NY 10465, USA",40.8224429,-73.8109606
Brokered by Fave Realty Inc,House for sale,1150000,5,3,2184.207862,162-31 91st St,"Howard Beach, NY 11414","162-31 91st StHoward Beach, NY 11414",United States,New York,Queens County,Queens,91st Street,"162-31 91st St, Howard Beach, NY 11414, USA",40.6529502,-73.8400922
Brokered by Sowae Corp,Multi-family home for sale,499000,5,2,2184.207862,752 Rutland Rd,"Brooklyn, NY 11203","752 Rutland RdBrooklyn, NY 11203",United States,New York,Kings County,Brooklyn,Rutland Road,"752 Rutland Rd, Brooklyn, NY 11203, USA",40.6601399,-73.9354891
Brokered by Landmark Realty,House for sale,725000,3,2,1476,480 Lynn St,"Staten Island, NY 10306","480 Lynn StStaten Island, NY 10306",United States,New York,Richmond County,Staten Island,Lynn Street,"480 Lynn St, Staten Island, NY 10306, USA",40.5582278,-74.1173549
Brokered by Century Homes Realty Group LLC,Condo for sale,929000,3,2,2184.207862,24010A Oak Park Dr Unit 23A,"Douglaston, NY 11362","24010A Oak Park Dr Unit 23ADouglaston, NY 11362",New York,Queens County,Queens,Douglaston,24010A,"24010A Oak Park Dr # 23a, Douglaston, NY 11362, USA",40.7459681,-73.7331069
